time,Open,High,Low,Close,Adj Close,Volume
2017-11-09,2584.000000,2586.500000,2566.330078,2584.620117,2584.620117,3831610000
2017-11-10,2580.179932,2583.810059,2575.570068,2582.300049,2582.300049,3486910000
2017-11-13,2576.530029,2587.659912,2574.479980,2584.840088,2584.840088,3402930000
2017-11-14,2577.750000,2579.659912,2566.560059,2578.870117,2578.870117,3641760000
2017-11-15,2569.449951,2572.840088,2557.449951,2564.620117,2564.620117,3558890000
2017-11-16,2572.949951,2590.090088,2572.949951,2585.639893,2585.639893,3312710000
2017-11-17,2582.939941,2583.959961,2577.620117,2578.850098,2578.850098,3300160000
2017-11-20,2579.489990,2584.639893,2578.239990,2582.139893,2582.139893,3003540000
2017-11-21,2589.169922,2601.189941,2589.169922,2599.030029,2599.030029,3332720000
2017-11-22,2600.310059,2600.939941,2595.229980,2597.080078,2597.080078,2762950000
2017-11-24,2600.419922,2604.209961,2600.419922,2602.419922,2602.419922,1349780000
2017-11-27,2602.659912,2606.409912,2598.870117,2601.419922,2601.419922,3006860000
2017-11-28,2605.939941,2627.689941,2605.439941,2627.040039,2627.040039,3488420000
2017-11-29,2627.820068,2634.889893,2620.320068,2626.070068,2626.070068,4078280000
2017-11-30,2633.929932,2657.739990,2633.929932,2647.580078,2647.580078,4938490000
2017-12-01,2645.100098,2650.620117,2605.520020,2642.219971,2642.219971,3942320000
2017-12-04,2657.189941,2665.189941,2639.030029,2639.439941,2639.439941,4023150000
2017-12-05,2639.780029,2648.719971,2627.729980,2629.570068,2629.570068,3539040000
2017-12-06,2626.239990,2634.409912,2624.750000,2629.270020,2629.270020,3229000000
2017-12-07,2628.379883,2640.989990,2626.530029,2636.979980,2636.979980,3292400000
2017-12-08,2646.209961,2651.649902,2644.100098,2651.500000,2651.500000,3106150000
2017-12-11,2652.189941,2660.330078,2651.469971,2659.989990,2659.989990,3091950000
2017-12-12,2661.729980,2669.719971,2659.780029,2664.110107,2664.110107,3555680000
2017-12-13,2667.590088,2671.879883,2662.850098,2662.850098,2662.850098,3542370000
2017-12-14,2665.870117,2668.090088,2652.010010,2652.010010,2652.010010,3430030000
2017-12-15,2660.629883,2679.629883,2659.139893,2675.810059,2675.810059,5723920000
2017-12-18,2685.919922,2694.969971,2685.919922,2690.159912,2690.159912,3724660000
2017-12-19,2692.709961,2694.439941,2680.739990,2681.469971,2681.469971,3368590000
2017-12-20,2688.179932,2691.010010,2676.110107,2679.250000,2679.250000,3241030000
2017-12-21,2683.020020,2692.639893,2682.399902,2684.570068,2684.570068,3273390000
2017-12-22,2684.219971,2685.350098,2678.129883,2683.340088,2683.340088,2399830000
2017-12-26,2679.090088,2682.739990,2677.959961,2680.500000,2680.500000,1968780000
2017-12-27,2682.100098,2685.639893,2678.909912,2682.620117,2682.620117,2202080000
2017-12-28,2686.100098,2687.659912,2682.689941,2687.540039,2687.540039,2153330000
2017-12-29,2689.149902,2692.120117,2673.610107,2673.610107,2673.610107,2443490000
2018-01-02,2683.729980,2695.889893,2682.360107,2695.810059,2695.810059,3367250000
2018-01-03,2697.850098,2714.370117,2697.770020,2713.060059,2713.060059,3538660000
2018-01-04,2719.310059,2729.290039,2719.070068,2723.989990,2723.989990,3695260000
2018-01-05,2731.330078,2743.449951,2727.919922,2743.149902,2743.149902,3236620000
2018-01-08,2742.669922,2748.510010,2737.600098,2747.709961,2747.709961,3242650000
2018-01-09,2751.149902,2759.139893,2747.860107,2751.290039,2751.290039,3453480000
2018-01-10,2745.550049,2750.800049,2736.060059,2748.229980,2748.229980,3576350000
2018-01-11,2752.969971,2767.560059,2752.780029,2767.560059,2767.560059,3641320000
2018-01-12,2770.179932,2787.850098,2769.639893,2786.239990,2786.239990,3573970000
2018-01-16,2798.959961,2807.540039,2768.639893,2776.419922,2776.419922,4325970000
2018-01-17,2784.989990,2807.040039,2778.379883,2802.560059,2802.560059,3778050000
2018-01-18,2802.399902,2805.830078,2792.560059,2798.030029,2798.030029,3681470000
2018-01-19,2802.600098,2810.330078,2798.080078,2810.300049,2810.300049,3639430000
2018-01-22,2809.159912,2833.030029,2808.120117,2832.969971,2832.969971,3471780000
2018-01-23,2835.050049,2842.239990,2830.590088,2839.129883,2839.129883,3519650000
2018-01-24,2845.419922,2852.969971,2824.810059,2837.540039,2837.540039,4014070000
2018-01-25,2846.239990,2848.560059,2830.939941,2839.250000,2839.250000,3835150000
2018-01-26,2847.479980,2872.870117,2846.179932,2872.870117,2872.870117,3443230000
2018-01-29,2867.229980,2870.620117,2851.479980,2853.530029,2853.530029,3573830000
2018-01-30,2832.739990,2837.750000,2818.270020,2822.429932,2822.429932,3990650000
2018-01-31,2832.409912,2839.260010,2813.040039,2823.810059,2823.810059,4261280000
2018-02-01,2816.449951,2835.959961,2812.699951,2821.979980,2821.979980,3938450000
2018-02-02,2808.919922,2808.919922,2759.969971,2762.129883,2762.129883,4301130000
2018-02-05,2741.060059,2763.389893,2638.169922,2648.939941,2648.939941,5283460000
2018-02-06,2614.780029,2701.040039,2593.070068,2695.139893,2695.139893,5891660000
2018-02-07,2690.949951,2727.669922,2681.330078,2681.659912,2681.659912,4626570000
2018-02-08,2685.010010,2685.270020,2580.560059,2581.000000,2581.000000,5305440000
2018-02-09,2601.780029,2638.669922,2532.689941,2619.550049,2619.550049,5680070000
2018-02-12,2636.750000,2672.610107,2622.449951,2656.000000,2656.000000,4055790000
2018-02-13,2646.270020,2668.840088,2637.080078,2662.939941,2662.939941,3472870000
2018-02-14,2651.209961,2702.100098,2648.870117,2698.629883,2698.629883,4003740000
2018-02-15,2713.459961,2731.510010,2689.820068,2731.199951,2731.199951,3684910000
2018-02-16,2727.139893,2754.419922,2725.110107,2732.219971,2732.219971,3637460000
2018-02-20,2722.989990,2737.600098,2706.760010,2716.260010,2716.260010,3627610000
2018-02-21,2720.530029,2747.750000,2701.290039,2701.330078,2701.330078,3779400000
2018-02-22,2710.419922,2731.260010,2697.770020,2703.959961,2703.959961,3701270000
2018-02-23,2715.800049,2747.760010,2713.739990,2747.300049,2747.300049,3189190000
2018-02-26,2757.370117,2780.639893,2753.780029,2779.600098,2779.600098,3424650000
2018-02-27,2780.449951,2789.149902,2744.219971,2744.280029,2744.280029,3745080000
2018-02-28,2753.780029,2761.520020,2713.540039,2713.830078,2713.830078,4230660000
2018-03-01,2715.219971,2730.889893,2659.649902,2677.669922,2677.669922,4503970000
2018-03-02,2658.889893,2696.250000,2647.320068,2691.250000,2691.250000,3882450000
2018-03-05,2681.060059,2728.090088,2675.750000,2720.939941,2720.939941,3710810000
2018-03-06,2730.179932,2732.080078,2711.260010,2728.120117,2728.120117,3370690000
2018-03-07,2710.179932,2730.600098,2701.739990,2726.800049,2726.800049,3393270000
2018-03-08,2732.750000,2740.449951,2722.649902,2738.969971,2738.969971,3212320000
2018-03-09,2752.909912,2786.570068,2751.540039,2786.570068,2786.570068,3364100000
2018-03-12,2790.540039,2796.979980,2779.260010,2783.020020,2783.020020,3185020000
2018-03-13,2792.310059,2801.899902,2758.679932,2765.310059,2765.310059,3301650000
2018-03-14,2774.060059,2777.110107,2744.379883,2749.479980,2749.479980,3391360000
2018-03-15,2754.270020,2763.030029,2741.469971,2747.330078,2747.330078,3500330000
2018-03-16,2750.570068,2761.850098,2749.969971,2752.010010,2752.010010,5372340000
2018-03-19,2741.379883,2741.379883,2694.590088,2712.919922,2712.919922,3302130000
2018-03-20,2715.050049,2724.219971,2710.050049,2716.939941,2716.939941,3261030000
2018-03-21,2714.989990,2739.139893,2709.790039,2711.929932,2711.929932,3415510000
2018-03-22,2691.360107,2695.679932,2641.590088,2643.689941,2643.689941,3739800000
2018-03-23,2646.709961,2657.669922,2585.889893,2588.260010,2588.260010,3815080000
2018-03-26,2619.350098,2661.360107,2601.810059,2658.550049,2658.550049,3511100000
2018-03-27,2667.570068,2674.780029,2596.120117,2612.620117,2612.620117,3706350000
2018-03-28,2611.300049,2632.649902,2593.060059,2605.000000,2605.000000,3864500000
2018-03-29,2614.409912,2659.070068,2609.719971,2640.870117,2640.870117,3565990000
2018-04-02,2633.449951,2638.300049,2553.800049,2581.879883,2581.879883,3598520000
2018-04-03,2592.169922,2619.139893,2575.489990,2614.449951,2614.449951,3392810000
2018-04-04,2584.040039,2649.860107,2573.610107,2644.689941,2644.689941,3350340000
2018-04-05,2657.360107,2672.080078,2649.580078,2662.840088,2662.840088,3178970000
2018-04-06,2645.820068,2656.879883,2586.270020,2604.469971,2604.469971,3299700000
2018-04-09,2617.179932,2653.550049,2610.790039,2613.159912,2613.159912,3062960000
2018-04-10,2638.409912,2665.449951,2635.780029,2656.870117,2656.870117,3543930000
2018-04-11,2643.889893,2661.429932,2639.250000,2642.189941,2642.189941,3020760000
2018-04-12,2653.830078,2674.719971,2653.830078,2663.989990,2663.989990,3021320000
2018-04-13,2676.899902,2680.260010,2645.050049,2656.300049,2656.300049,2960910000
2018-04-16,2670.100098,2686.489990,2665.159912,2677.840088,2677.840088,3019700000
2018-04-17,2692.739990,2713.340088,2692.050049,2706.389893,2706.389893,3234360000
2018-04-18,2710.110107,2717.489990,2703.629883,2708.639893,2708.639893,3383410000
2018-04-19,2701.159912,2702.840088,2681.899902,2693.129883,2693.129883,3349370000
2018-04-20,2692.560059,2693.939941,2660.610107,2670.139893,2670.139893,3388590000
2018-04-23,2675.399902,2682.860107,2657.989990,2670.290039,2670.290039,3017480000
2018-04-24,2680.800049,2683.550049,2617.320068,2634.560059,2634.560059,3706740000
2018-04-25,2634.919922,2645.300049,2612.669922,2639.399902,2639.399902,3499440000
2018-04-26,2651.649902,2676.479980,2647.159912,2666.939941,2666.939941,3665720000
2018-04-27,2675.469971,2677.350098,2659.010010,2669.909912,2669.909912,3219030000
2018-04-30,2682.510010,2682.870117,2648.040039,2648.050049,2648.050049,3734530000
2018-05-01,2642.959961,2655.270020,2625.409912,2654.800049,2654.800049,3559850000
2018-05-02,2654.239990,2660.870117,2631.699951,2635.669922,2635.669922,4010770000
2018-05-03,2628.080078,2637.139893,2594.620117,2629.729980,2629.729980,3851470000
2018-05-04,2621.449951,2670.929932,2615.320068,2663.419922,2663.419922,3327220000
2018-05-07,2680.340088,2683.350098,2664.699951,2672.629883,2672.629883,3237960000
2018-05-08,2670.260010,2676.340088,2655.199951,2671.919922,2671.919922,3717570000
2018-05-09,2678.120117,2701.270020,2674.139893,2697.790039,2697.790039,3909500000
2018-05-10,2705.020020,2726.110107,2704.540039,2723.070068,2723.070068,3333050000
2018-05-11,2722.699951,2732.860107,2717.449951,2727.719971,2727.719971,2862700000
2018-05-14,2738.469971,2742.100098,2725.469971,2730.129883,2730.129883,2972660000
2018-05-15,2718.590088,2718.590088,2701.909912,2711.449951,2711.449951,3290680000
2018-05-16,2712.620117,2727.760010,2712.169922,2722.459961,2722.459961,3202670000
2018-05-17,2719.709961,2731.959961,2711.360107,2720.129883,2720.129883,3475400000
2018-05-18,2717.350098,2719.500000,2709.179932,2712.969971,2712.969971,3368690000
2018-05-21,2735.389893,2739.189941,2725.699951,2733.010010,2733.010010,3019890000
2018-05-22,2738.340088,2742.239990,2721.879883,2724.439941,2724.439941,3366310000
2018-05-23,2713.979980,2733.330078,2709.540039,2733.290039,2733.290039,3326290000
2018-05-24,2730.939941,2731.969971,2707.379883,2727.760010,2727.760010,3256030000
2018-05-25,2723.600098,2727.360107,2714.989990,2721.330078,2721.330078,2995260000
2018-05-29,2705.110107,2710.669922,2676.810059,2689.860107,2689.860107,3736890000
2018-05-30,2702.429932,2729.340088,2702.429932,2724.010010,2724.010010,3561050000
2018-05-31,2720.979980,2722.500000,2700.679932,2705.270020,2705.270020,4235370000
2018-06-01,2718.699951,2736.929932,2718.699951,2734.620117,2734.620117,3684130000
2018-06-04,2741.669922,2749.159912,2740.540039,2746.870117,2746.870117,3376510000
2018-06-05,2748.459961,2752.610107,2739.510010,2748.800049,2748.800049,3517790000
2018-06-06,2753.250000,2772.389893,2748.459961,2772.350098,2772.350098,3651640000
2018-06-07,2774.840088,2779.899902,2760.159912,2770.370117,2770.370117,3711330000
2018-06-08,2765.840088,2779.389893,2763.590088,2779.030029,2779.030029,3123210000
2018-06-11,2780.179932,2790.209961,2780.169922,2782.000000,2782.000000,3232330000
2018-06-12,2785.600098,2789.800049,2778.780029,2786.850098,2786.850098,3401010000
2018-06-13,2787.939941,2791.469971,2774.649902,2775.629883,2775.629883,3779230000
2018-06-14,2783.209961,2789.060059,2776.520020,2782.489990,2782.489990,3526890000
2018-06-15,2777.780029,2782.810059,2761.729980,2779.659912,2779.659912,5428790000
2018-06-18,2765.790039,2774.989990,2757.120117,2773.750000,2773.750000,3287150000
2018-06-19,2752.010010,2765.050049,2743.189941,2762.590088,2762.590088,3661470000
2018-06-20,2769.729980,2774.860107,2763.909912,2767.320068,2767.320068,3327600000
2018-06-21,2769.280029,2769.280029,2744.389893,2749.760010,2749.760010,3300060000
2018-06-22,2760.790039,2764.169922,2752.679932,2754.879883,2754.879883,5450550000
2018-06-25,2742.939941,2742.939941,2698.669922,2717.070068,2717.070068,3655080000
2018-06-26,2722.120117,2732.909912,2715.600098,2723.060059,2723.060059,3555090000
2018-06-27,2728.449951,2746.090088,2699.379883,2699.629883,2699.629883,3776090000
2018-06-28,2698.689941,2724.340088,2691.989990,2716.310059,2716.310059,3428140000
2018-06-29,2727.129883,2743.260010,2718.030029,2718.370117,2718.370117,3565620000
2018-07-02,2704.949951,2727.260010,2698.949951,2726.709961,2726.709961,3073650000
2018-07-03,2733.270020,2736.580078,2711.159912,2713.219971,2713.219971,1911470000
2018-07-05,2724.189941,2737.830078,2716.020020,2736.610107,2736.610107,2953420000
2018-07-06,2737.679932,2764.409912,2733.520020,2759.820068,2759.820068,2554780000
2018-07-09,2775.620117,2784.649902,2770.729980,2784.169922,2784.169922,3050040000
2018-07-10,2788.560059,2795.580078,2786.239990,2793.840088,2793.840088,3063850000
2018-07-11,2779.820068,2785.909912,2770.770020,2774.020020,2774.020020,2964740000
2018-07-12,2783.139893,2799.219971,2781.530029,2798.290039,2798.290039,2821690000
2018-07-13,2796.929932,2804.530029,2791.689941,2801.310059,2801.310059,2614000000
2018-07-16,2797.360107,2801.189941,2793.389893,2798.429932,2798.429932,2812230000
2018-07-17,2789.340088,2814.189941,2789.239990,2809.550049,2809.550049,3050730000
2018-07-18,2811.350098,2816.760010,2805.889893,2815.620117,2815.620117,3089780000
2018-07-19,2809.370117,2812.050049,2799.770020,2804.489990,2804.489990,3266700000
2018-07-20,2804.550049,2809.699951,2800.010010,2801.830078,2801.830078,3230210000
2018-07-23,2799.169922,2808.610107,2795.139893,2806.979980,2806.979980,2907430000
2018-07-24,2820.679932,2829.989990,2811.120117,2820.399902,2820.399902,3417530000
2018-07-25,2817.729980,2848.030029,2817.729980,2846.070068,2846.070068,3553010000
